Customer_ID,Date,Customer_Type,Group_Size,Attire,Seat_Type,Activity,Check_In,Check_Out,Stay_Duration_Min,Spend_Amount_CAD
C254,2026-04-21,Seniors,1,Casual,Table for 4,Reading,8:00:00,8:36:00,36,4.71
C255,2026-04-21,Teenagers,3,Casual,Table for 4,Conversation,10:32:00,10:51:00,19,22.96
C256,2026-04-21,Family,4,Casual,Table for 4,Conversation,11:44:00,12:31:00,47,31
C257,2026-04-21,Seniors,2,Casual,Window Seat,Reading,14:34:00,15:16:00,42,8.77
C258,2026-04-21,University Student,1,Casual,Table with 2 Chairs (Middle),Sleeping,15:01:00,17:15:00,134,5.95
C259,2026-04-21,University Student,1,Casual,Table with 2 Chairs (Middle),Phone Browsing,15:04:00,16:10:00,66,7.54
C260,2026-04-22,Seniors,2,Casual,Window Seat,Spacing Out,8:39:00,9:05:00,26,6.44
C261,2026-04-22,Adult,1,Casual,Window Seat,Laptop,9:16:00,11:22:00,126,9.95
C262,2026-04-22,University Student,1,Casual,Table with 2 Chairs (Middle),Laptop,9:38:00,11:58:00,140,3.63
C263,2026-04-22,Adult,1,Casual,Window Seat,Conversation,9:48:00,10:15:00,27,10.16
C264,2026-04-22,Seniors,2,Casual,Table with 2 Chairs (Middle),Conversation,10:08:00,11:25:00,77,7.94
C265,2026-04-22,University Student,1,Business Casual,Table with 2 Chairs (Middle),Laptop,12:45:00,15:03:00,138,8.37
C266,2026-04-22,Adult,1,Business Casual,Table with 2 Chairs (Middle),Phone Browsing,14:32:00,15:06:00,34,7.13
C267,2026-04-23,Teenagers,2,Casual,Table with 2 Chairs (Middle),Spacing Out,7:11:00,7:41:00,30,22.97
C268,2026-04-23,Teenagers,3,Casual,Table for 4,Conversation,8:19:00,9:03:00,44,28.27
C269,2026-04-23,University Student,1,Casual,Window Seat,Laptop,12:03:00,14:17:00,134,6.95
C270,2026-04-23,Seniors,1,Casual,Table for 4,Conversation,12:25:00,13:37:00,72,6.49
C271,2026-04-23,University Student,1,Casual,Table with 2 Chairs (Middle),Laptop,12:35:00,14:26:00,111,7.48
C272,2026-04-23,University Student,1,Casual,Window Seat,Phone Browsing,12:36:00,14:46:00,130,5.95
C273,2026-04-23,Teenagers,2,Casual,Window Seat,Phone Browsing,13:28:00,13:41:00,13,21.51
C274,2026-05-07,Adult,1,Casual,Window Seat,Laptop,9:44:00,12:27:00,163,7.73
C275,2026-05-07,Seniors,1,Casual,Table with 2 Chairs (Middle),Spacing Out,11:03:00,11:24:00,21,9.09
C276,2026-05-07,Family,4,Casual,Table for 4,Conversation,12:42:00,12:50:00,8,33
C277,2026-05-07,Teenagers,2,Casual,Table with 2 Chairs (Middle),Conversation,12:46:00,13:19:00,33,15.15
C278,2026-05-07,Family,3,Casual,Table for 4,Conversation,12:56:00,13:26:00,30,25.81
C279,2026-05-07,Adult,2,Business Casual,Window Seat,Conversation,13:34:00,14:04:00,30,12.44
C280,2026-05-07,Family,3,Casual,Big Round Table,Conversation,14:34:00,14:55:00,21,26.51
C281,2026-05-08,University Student,1,Casual,Table with 2 Chairs (Middle),Laptop,7:16:00,9:40:00,144,7.85
C282,2026-05-08,Seniors,2,Business Casual,Table for 4,Reading,7:20:00,7:42:00,22,4.6
C283,2026-05-08,Teenagers,3,Casual,Table for 4,Phone Browsing,9:14:00,9:38:00,24,27.94
C284,2026-05-08,Adult,1,Casual,Window Seat,Conversation,11:22:00,11:46:00,24,5.15
C285,2026-05-08,Seniors,1,Casual,Window Seat,Conversation,12:25:00,13:14:00,49,8.85
C286,2026-05-08,Seniors,2,Casual,Window Seat,Reading,14:43:00,15:54:00,71,6.18
C287,2026-05-08,Adult,1,Business Casual,Window Seat,Laptop,15:02:00,17:00:00,118,12.35
C288,2026-05-11,Adult,1,Business Casual,Window Seat,Laptop,7:40:00,9:37:00,117,6.52
C289,2026-05-11,Seniors,1,Business Casual,Window Seat,Conversation,8:24:00,9:07:00,43,6.16
C290,2026-05-11,Adult,1,Casual,Window Seat,Laptop,9:17:00,11:57:00,160,7.79
C291,2026-05-11,Adult,2,Business Casual,Window Seat,Phone Browsing,9:48:00,10:26:00,38,13.47
C292,2026-05-11,University Student,1,Casual,Window Seat,Laptop,12:12:00,14:36:00,144,4.82
C293,2026-05-11,Adult,1,Business Casual,Table with 2 Chairs (Middle),Phone Browsing,14:25:00,14:48:00,23,12.83
C294,2026-05-11,Adult,1,Formal Business,Window Seat,Laptop,14:44:00,16:34:00,110,7.56
C295,2026-05-12,University Student,1,Casual,Window Seat,Phone Browsing,8:12:00,9:33:00,81,7.85
C296,2026-05-12,Adult,2,Casual,Window Seat,Conversation,8:22:00,9:11:00,49,6.14
C297,2026-05-12,Teenagers,3,Casual,Table for 4,Spacing Out,9:36:00,10:07:00,31,27.57
C298,2026-05-12,Adult,1,Business Casual,Window Seat,Conversation,10:14:00,10:40:00,26,12.43
C299,2026-05-12,University Student,1,Business Casual,Window Seat,Laptop,10:35:00,12:36:00,121,4.06
C300,2026-05-12,Seniors,1,Casual,Window Seat,Reading,13:17:00,14:34:00,77,8.89
C301,2026-05-12,Teenagers,2,Casual,Table with 2 Chairs (Middle),Conversation,15:10:00,15:38:00,28,16.43
C302,2026-05-13,Teenagers,2,Casual,Window Seat,Conversation,7:27:00,7:56:00,29,16.38
C303,2026-05-13,Seniors,1,Casual,Table with 2 Chairs (Middle),Conversation,7:53:00,8:20:00,27,4.6
C304,2026-05-13,University Student,1,Casual,Table with 2 Chairs (Middle),Laptop,8:42:00,11:14:00,152,7.92
C305,2026-05-13,Seniors,1,Business Casual,Table with 2 Chairs (Middle),Reading,9:57:00,11:01:00,64,9.24
C306,2026-05-13,Seniors,2,Business Casual,Table with 2 Chairs (Middle),Reading,11:27:00,12:08:00,41,7.78
C307,2026-05-13,Adult,1,Casual,Table for 4,Conversation,13:46:00,14:11:00,25,11.47
C308,2026-05-13,Seniors,2,Casual,Table with 2 Chairs (Middle),Conversation,13:57:00,14:41:00,44,5.15
C309,2026-05-14,University Student,1,Casual,Table with 2 Chairs (Middle),Laptop,7:16:00,8:42:00,86,7.45
C310,2026-05-14,Adult,1,Formal Business,Window Seat,Laptop,9:00:00,10:50:00,110,9.3
C311,2026-05-14,Teenagers,2,Casual,Window Seat,Conversation,10:05:00,10:24:00,19,21.26
C312,2026-05-14,Adult,1,Formal Business,Table with 2 Chairs (Middle),Phone Browsing,11:42:00,12:12:00,30,7.01
C313,2026-05-14,Children,1,Casual,Window Seat,Spacing Out,12:39:00,13:00:00,21,5.41
C314,2026-05-14,University Student,1,Casual,Window Seat,Laptop,13:01:00,15:26:00,145,6.47
C315,2026-05-14,University Student,1,Casual,Window Seat,Laptop,14:04:00,15:47:00,103,7.48
C316,2026-05-15,Adult,1,Business Casual,Window Seat,Laptop,8:52:00,11:37:00,165,8.67
C317,2026-05-15,University Student,1,Casual,Table with 2 Chairs (Middle),Laptop,9:57:00,11:42:00,105,3.61
C318,2026-05-15,Adult,1,Casual,Table with 2 Chairs (Middle),Laptop,11:02:00,12:41:00,99,7.81
C319,2026-05-15,Adult,2,Business Casual,Window Seat,Laptop,12:43:00,14:23:00,100,13.03
C320,2026-05-15,University Student,1,Casual,Window Seat,Reading,12:54:00,14:57:00,123,7.09
C321,2026-05-15,Adult,1,Casual,Table with 2 Chairs (Middle),Conversation,13:01:00,13:41:00,40,11.2
C322,2026-05-15,Family,5,Casual,Table for 4,Conversation,13:03:00,13:29:00,26,24.11
C323,2026-05-18,Adult,1,Business Casual,Table with 2 Chairs (Middle),Laptop,9:22:00,11:32:00,130,12.72
C324,2026-05-18,Family,3,Casual,Table for 4,Conversation,9:36:00,10:01:00,25,25.29
C325,2026-05-18,Adult,1,Business Casual,Window Seat,Phone Browsing,9:57:00,10:21:00,24,13.7
C326,2026-05-18,Adult,1,Business Casual,Table with 2 Chairs (Middle),Phone Browsing,9:58:00,10:15:00,17,7.07
C327,2026-05-18,Adult,1,Business Casual,Window Seat,Laptop,11:22:00,13:22:00,120,7.78
C328,2026-05-18,University Student,1,Casual,Window Seat,Spacing Out,13:09:00,14:47:00,98,3.76
C329,2026-05-18,University Student,1,Casual,Table with 2 Chairs (Middle),Laptop,14:26:00,16:19:00,113,4.52
C330,2026-05-19,Adult,1,Formal Business,Window Seat,Conversation,8:09:00,8:32:00,23,13.85
C331,2026-05-19,University Student,1,Casual,Window Seat,Laptop,12:59:00,15:11:00,132,6.64
C332,2026-05-19,Adult,2,Business Casual,Table with 2 Chairs (Middle),Phone Browsing,13:18:00,13:44:00,26,7.04
C333,2026-05-19,University Student,1,Casual,Window Seat,Laptop,13:54:00,15:46:00,112,4.4
C334,2026-05-19,Seniors,2,Casual,Table for 4,Reading,14:01:00,15:12:00,71,7.65
C335,2026-05-19,University Student,1,Casual,Table with 2 Chairs (Middle),Phone Browsing,15:18:00,17:08:00,110,5.57
C336,2026-05-19,University Student,1,Casual,Window Seat,Laptop,15:29:00,17:44:00,135,6.74
C337,2026-05-20,Seniors,1,Casual,Window Seat,Conversation,7:15:00,7:56:00,41,9.34
C338,2026-05-20,University Student,1,Casual,Window Seat,Laptop,8:39:00,11:03:00,144,4.09
C339,2026-05-20,Teenagers,3,Casual,Big Round Table,Conversation,9:37:00,10:16:00,39,25.19
C340,2026-05-20,Adult,1,Formal Business,Table with 2 Chairs (Middle),Conversation,10:04:00,10:24:00,20,7.3
C341,2026-05-20,University Student,1,Casual,Window Seat,Laptop,11:09:00,13:26:00,137,6.28
C342,2026-05-20,Adult,1,Formal Business,Window Seat,Phone Browsing,11:14:00,11:54:00,40,6.46
C343,2026-05-20,Teenagers,3,Casual,Table for 4,Conversation,12:43:00,13:12:00,29,28.92
C344,2026-05-21,Adult,1,Business Casual,Table with 2 Chairs (Middle),Laptop,9:16:00,11:02:00,106,9.4
C345,2026-05-21,Family,3,Casual,Table for 4,Conversation,10:38:00,11:01:00,23,31.36
C346,2026-05-21,Teenagers,3,Casual,Big Round Table,Conversation,11:44:00,12:11:00,27,27.54
C347,2026-05-21,Children,1,Casual,Window Seat,Spacing Out,12:22:00,12:43:00,21,4.87
C348,2026-05-21,Adult,2,Business Casual,Table with 2 Chairs (Middle),Laptop,13:17:00,15:46:00,149,6.4
C349,2026-05-21,Teenagers,2,Casual,Table with 2 Chairs (Middle),Conversation,13:58:00,14:30:00,32,18.5
C350,2026-05-21,Adult,1,Business Casual,Window Seat,Phone Browsing,14:32:00,14:56:00,24,13.85
C351,2026-05-22,University Student,1,Business Casual,Table with 2 Chairs (Middle),Spacing Out,7:32:00,8:53:00,81,8.05
C352,2026-05-22,University Student,1,Casual,Window Seat,Laptop,8:41:00,10:54:00,133,5.93
C353,2026-05-22,Adult,1,Formal Business,Window Seat,Conversation,8:47:00,9:30:00,43,9.23
C354,2026-05-22,Children,1,Casual,Table with 2 Chairs (Middle),Spacing Out,10:05:00,10:22:00,17,4.21
C355,2026-05-22,Family,4,Casual,Table for 4,Conversation,11:20:00,12:12:00,52,21.66
C356,2026-05-22,Adult,2,Business Casual,Window Seat,Laptop,11:28:00,13:56:00,148,5.65
C357,2026-05-22,Family,3,Casual,Table for 4,Conversation,15:06:00,16:11:00,65,27.81
C358,2026-05-25,Teenagers,3,Casual,Table for 4,Phone Browsing,7:22:00,7:40:00,18,31.25
C359,2026-05-25,Seniors,1,Casual,Window Seat,Reading,7:33:00,8:26:00,53,8.98
C360,2026-05-25,Teenagers,3,Casual,Table for 4,Phone Browsing,7:52:00,8:11:00,19,30.42
C361,2026-05-25,Adult,2,Business Casual,Table with 2 Chairs (Middle),Conversation,10:24:00,10:59:00,35,7.36
C362,2026-05-25,University Student,1,Casual,Table with 2 Chairs (Middle),Sleeping,12:44:00,15:42:00,178,5.1
C363,2026-05-25,Adult,1,Casual,Window Seat,Laptop,13:44:00,16:15:00,151,6.18
C364,2026-05-25,Teenagers,2,Casual,Table with 2 Chairs (Middle),Conversation,15:21:00,15:50:00,29,18.22
C365,2026-05-26,Adult,1,Business Casual,Table with 2 Chairs (Middle),Conversation,7:12:00,7:17:00,5,7.55
C366,2026-05-26,University Student,1,Business Casual,Table with 2 Chairs (Middle),Laptop,7:55:00,9:56:00,121,5.08
C367,2026-05-26,Family,4,Casual,Table for 4,Conversation,9:57:00,11:00:00,63,27.76
C368,2026-05-26,Adult,1,Casual,Window Seat,Conversation,11:23:00,11:49:00,26,11.23
C369,2026-05-26,Adult,1,Formal Business,Table for 4,Conversation,12:03:00,12:22:00,19,4.94
C370,2026-05-26,University Student,1,Casual,Window Seat,Phone Browsing,12:48:00,14:18:00,90,6.34
C371,2026-05-26,Seniors,2,Casual,Window Seat,Reading,14:07:00,14:52:00,45,5.47
C372,2026-05-27,University Student,1,Casual,Window Seat,Laptop,7:32:00,9:59:00,147,5.86
C373,2026-05-27,University Student,1,Business Casual,Table with 2 Chairs (Middle),Spacing Out,7:45:00,9:33:00,108,7.23
C374,2026-05-27,Adult,1,Business Casual,Table with 2 Chairs (Middle),Laptop,8:32:00,10:26:00,114,6.53
C375,2026-05-27,Adult,1,Business Casual,Table with 2 Chairs (Middle),Conversation,9:45:00,10:09:00,24,5.94
C376,2026-05-27,Adult,1,Business Casual,Table with 2 Chairs (Middle),Conversation,10:14:00,10:49:00,35,4.73
C377,2026-05-27,University Student,1,Casual,Table with 2 Chairs (Middle),Laptop,14:57:00,17:19:00,142,4.44
C378,2026-05-27,Family,4,Casual,Table for 4,Conversation,15:17:00,16:03:00,46,28.89
C379,2026-05-28,Seniors,2,Casual,Window Seat,Conversation,9:20:00,10:49:00,89,6.52
C380,2026-05-28,University Student,1,Casual,Table with 2 Chairs (Middle),Laptop,10:07:00,11:41:00,94,5.4
C381,2026-05-28,Seniors,1,Casual,Table with 2 Chairs (Middle),Reading,10:53:00,11:46:00,53,4.79
C382,2026-05-28,University Student,1,Casual,Window Seat,Laptop,12:04:00,14:28:00,144,6.67
C383,2026-05-28,Adult,1,Formal Business,Table with 2 Chairs (Middle),Conversation,14:03:00,14:56:00,53,13.69
C384,2026-05-28,Adult,2,Business Casual,Window Seat,Laptop,14:33:00,16:43:00,130,5.86
C385,2026-05-28,Adult,2,Casual,Window Seat,Laptop,14:40:00,16:13:00,93,12.03
C386,2026-05-29,Teenagers,3,Casual,Table for 4,Conversation,7:25:00,8:04:00,39,22.44
C387,2026-05-29,University Student,1,Casual,Window Seat,Phone Browsing,8:43:00,10:30:00,107,5.92
C388,2026-05-29,Teenagers,2,Casual,Table with 2 Chairs (Middle),Conversation,11:30:00,11:46:00,16,17.74
C389,2026-05-29,Adult,1,Business Casual,Table with 2 Chairs (Middle),Laptop,13:19:00,15:36:00,137,8.97
C390,2026-05-29,Adult,1,Business Casual,Window Seat,Conversation,14:09:00,14:35:00,26,12.66
C391,2026-05-29,Adult,1,Casual,Table with 2 Chairs (Middle),Conversation,14:51:00,15:33:00,42,4.95
C392,2026-05-29,University Student,1,Casual,Window Seat,Laptop,15:04:00,17:02:00,118,4.22
C393,2026-05-30,University Student,1,Casual,Table with 2 Chairs (Middle),Sleeping,8:42:00,10:53:00,131,6.24
C394,2026-05-30,University Student,1,Casual,Window Seat,Reading,11:41:00,14:01:00,140,5.94
C395,2026-05-30,University Student,1,Business Casual,Window Seat,Laptop,11:47:00,14:43:00,176,3.7
C396,2026-05-30,University Student,1,Casual,Table with 2 Chairs (Middle),Laptop,12:15:00,14:29:00,134,5.41
C397,2026-05-30,University Student,1,Casual,Window Seat,Reading,12:51:00,14:13:00,82,3.62
C398,2026-05-30,University Student,1,Casual,Window Seat,Laptop,13:32:00,16:32:00,180,6.18
C399,2026-05-30,Adult,2,Business Casual,Table with 2 Chairs (Middle),Conversation,13:57:00,14:39:00,42,12.83
